algorithm,mode,threads,inputType,inputSize,sample,durationNs,timestamp
BUBBLE,SEQUENTIAL,1,RANDOM,1000,1,3920200,1761927602418
BUBBLE,SEQUENTIAL,1,RANDOM,1000,2,690000,1761927602424
BUBBLE,SEQUENTIAL,1,RANDOM,1000,3,1238900,1761927602426
BUBBLE,SEQUENTIAL,1,RANDOM,1000,4,1253100,1761927602427
BUBBLE,SEQUENTIAL,1,RANDOM,1000,5,1268100,1761927602429
BUBBLE,PARALLEL,2,RANDOM,1000,1,12344900,1761927602442
BUBBLE,PARALLEL,2,RANDOM,1000,2,1254200,1761927602444
BUBBLE,PARALLEL,2,RANDOM,1000,3,1447400,1761927602446
BUBBLE,PARALLEL,2,RANDOM,1000,4,1202800,1761927602448
BUBBLE,PARALLEL,2,RANDOM,1000,5,1042500,1761927602450
BUBBLE,PARALLEL,4,RANDOM,1000,1,1873700,1761927602453
BUBBLE,PARALLEL,4,RANDOM,1000,2,1563500,1761927602455
BUBBLE,PARALLEL,4,RANDOM,1000,3,3859100,1761927602460
BUBBLE,PARALLEL,4,RANDOM,1000,4,1790100,1761927602463
BUBBLE,PARALLEL,4,RANDOM,1000,5,2063300,1761927602466
BUBBLE,PARALLEL,8,RANDOM,1000,1,2612800,1761927602470
BUBBLE,PARALLEL,8,RANDOM,1000,2,4667300,1761927602475
BUBBLE,PARALLEL,8,RANDOM,1000,3,2921200,1761927602479
BUBBLE,PARALLEL,8,RANDOM,1000,4,13585000,1761927602494
BUBBLE,PARALLEL,8,RANDOM,1000,5,4638200,1761927602499
BUBBLE,SEQUENTIAL,1,SORTED,1000,1,3100,1761927602505
BUBBLE,SEQUENTIAL,1,SORTED,1000,2,2800,1761927602506
BUBBLE,SEQUENTIAL,1,SORTED,1000,3,1900,1761927602507
BUBBLE,SEQUENTIAL,1,SORTED,1000,4,800,1761927602508
BUBBLE,SEQUENTIAL,1,SORTED,1000,5,800,1761927602508
BUBBLE,PARALLEL,2,SORTED,1000,1,995100,1761927602510
BUBBLE,PARALLEL,2,SORTED,1000,2,1013200,1761927602512
BUBBLE,PARALLEL,2,SORTED,1000,3,1105800,1761927602514
BUBBLE,PARALLEL,2,SORTED,1000,4,1250900,1761927602517
BUBBLE,PARALLEL,2,SORTED,1000,5,1060900,1761927602519
BUBBLE,PARALLEL,4,SORTED,1000,1,1002500,1761927602520
BUBBLE,PARALLEL,4,SORTED,1000,2,2082500,1761927602524
BUBBLE,PARALLEL,4,SORTED,1000,3,1432000,1761927602526
BUBBLE,PARALLEL,4,SORTED,1000,4,2060600,1761927602529
BUBBLE,PARALLEL,4,SORTED,1000,5,1573200,1761927602531
BUBBLE,PARALLEL,8,SORTED,1000,1,2442700,1761927602534
BUBBLE,PARALLEL,8,SORTED,1000,2,2073100,1761927602537
BUBBLE,PARALLEL,8,SORTED,1000,3,2154800,1761927602540
BUBBLE,PARALLEL,8,SORTED,1000,4,2171100,1761927602543
BUBBLE,PARALLEL,8,SORTED,1000,5,2873900,1761927602547
BUBBLE,SEQUENTIAL,1,REVERSE,1000,1,469900,1761927602548
BUBBLE,SEQUENTIAL,1,REVERSE,1000,2,440100,1761927602551
BUBBLE,SEQUENTIAL,1,REVERSE,1000,3,796300,1761927602552
BUBBLE,SEQUENTIAL,1,REVERSE,1000,4,681200,1761927602553
BUBBLE,SEQUENTIAL,1,REVERSE,1000,5,745500,1761927602554
BUBBLE,PARALLEL,2,REVERSE,1000,1,1617600,1761927602557
BUBBLE,PARALLEL,2,REVERSE,1000,2,1843100,1761927602560
BUBBLE,PARALLEL,2,REVERSE,1000,3,1563800,1761927602562
BUBBLE,PARALLEL,2,REVERSE,1000,4,1340100,1761927602564
BUBBLE,PARALLEL,2,REVERSE,1000,5,1343600,1761927602566
BUBBLE,PARALLEL,4,REVERSE,1000,1,1620900,1761927602569
BUBBLE,PARALLEL,4,REVERSE,1000,2,1145600,1761927602570
BUBBLE,PARALLEL,4,REVERSE,1000,3,1758300,1761927602573
BUBBLE,PARALLEL,4,REVERSE,1000,4,1821100,1761927602575
BUBBLE,PARALLEL,4,REVERSE,1000,5,1712600,1761927602578
BUBBLE,PARALLEL,8,REVERSE,1000,1,1872300,1761927602580
BUBBLE,PARALLEL,8,REVERSE,1000,2,1906500,1761927602583
BUBBLE,PARALLEL,8,REVERSE,1000,3,2061300,1761927602585
BUBBLE,PARALLEL,8,REVERSE,1000,4,2423500,1761927602589
BUBBLE,PARALLEL,8,REVERSE,1000,5,2044700,1761927602592
BUBBLE,SEQUENTIAL,1,NEARLY_SORTED,1000,1,280600,1761927602593
BUBBLE,SEQUENTIAL,1,NEARLY_SORTED,1000,2,267500,1761927602594
BUBBLE,SEQUENTIAL,1,NEARLY_SORTED,1000,3,359800,1761927602595
BUBBLE,SEQUENTIAL,1,NEARLY_SORTED,1000,4,277600,1761927602596
BUBBLE,SEQUENTIAL,1,NEARLY_SORTED,1000,5,281700,1761927602597
BUBBLE,PARALLEL,2,NEARLY_SORTED,1000,1,1190500,1761927602599
BUBBLE,PARALLEL,2,NEARLY_SORTED,1000,2,1208700,1761927602600
BUBBLE,PARALLEL,2,NEARLY_SORTED,1000,3,1176100,1761927602602
BUBBLE,PARALLEL,2,NEARLY_SORTED,1000,4,1245400,1761927602604
BUBBLE,PARALLEL,2,NEARLY_SORTED,1000,5,1689100,1761927602606
BUBBLE,PARALLEL,4,NEARLY_SORTED,1000,1,1425600,1761927602608
BUBBLE,PARALLEL,4,NEARLY_SORTED,1000,2,1802600,1761927602610
BUBBLE,PARALLEL,4,NEARLY_SORTED,1000,3,1223800,1761927602612
BUBBLE,PARALLEL,4,NEARLY_SORTED,1000,4,1181900,1761927602614
BUBBLE,PARALLEL,4,NEARLY_SORTED,1000,5,1446100,1761927602616
BUBBLE,PARALLEL,8,NEARLY_SORTED,1000,1,1632000,1761927602618
BUBBLE,PARALLEL,8,NEARLY_SORTED,1000,2,2114000,1761927602621
BUBBLE,PARALLEL,8,NEARLY_SORTED,1000,3,2219200,1761927602624
BUBBLE,PARALLEL,8,NEARLY_SORTED,1000,4,3609000,1761927602628
BUBBLE,PARALLEL,8,NEARLY_SORTED,1000,5,2109100,1761927602631
BUBBLE,SEQUENTIAL,1,RANDOM,5000,1,27657300,1761927602660
BUBBLE,SEQUENTIAL,1,RANDOM,5000,2,26513300,1761927602687
BUBBLE,SEQUENTIAL,1,RANDOM,5000,3,20947400,1761927602708
BUBBLE,SEQUENTIAL,1,RANDOM,5000,4,14498200,1761927602723
BUBBLE,SEQUENTIAL,1,RANDOM,5000,5,14677500,1761927602738
BUBBLE,PARALLEL,2,RANDOM,5000,1,9855700,1761927602748
BUBBLE,PARALLEL,2,RANDOM,5000,2,6208100,1761927602755
BUBBLE,PARALLEL,2,RANDOM,5000,3,6291000,1761927602762
BUBBLE,PARALLEL,2,RANDOM,5000,4,4772000,1761927602767
BUBBLE,PARALLEL,2,RANDOM,5000,5,7153200,1761927602775
BUBBLE,PARALLEL,4,RANDOM,5000,1,2513700,1761927602777
BUBBLE,PARALLEL,4,RANDOM,5000,2,2625100,1761927602780
BUBBLE,PARALLEL,4,RANDOM,5000,3,3616300,1761927602784
BUBBLE,PARALLEL,4,RANDOM,5000,4,3273200,1761927602788
BUBBLE,PARALLEL,4,RANDOM,5000,5,4464900,1761927602793
BUBBLE,PARALLEL,8,RANDOM,5000,1,4163600,1761927602798
BUBBLE,PARALLEL,8,RANDOM,5000,2,3047900,1761927602801
BUBBLE,PARALLEL,8,RANDOM,5000,3,3086000,1761927602805
BUBBLE,PARALLEL,8,RANDOM,5000,4,3306400,1761927602808
BUBBLE,PARALLEL,8,RANDOM,5000,5,3588900,1761927602812
BUBBLE,SEQUENTIAL,1,SORTED,5000,1,4900,1761927602813
BUBBLE,SEQUENTIAL,1,SORTED,5000,2,3900,1761927602814
BUBBLE,SEQUENTIAL,1,SORTED,5000,3,4000,1761927602815
BUBBLE,SEQUENTIAL,1,SORTED,5000,4,4600,1761927602816
BUBBLE,SEQUENTIAL,1,SORTED,5000,5,4100,1761927602816
BUBBLE,PARALLEL,2,SORTED,5000,1,1382000,1761927602819
BUBBLE,PARALLEL,2,SORTED,5000,2,1843500,1761927602821
BUBBLE,PARALLEL,2,SORTED,5000,3,1368300,1761927602823
BUBBLE,PARALLEL,2,SORTED,5000,4,1601000,1761927602826
BUBBLE,PARALLEL,2,SORTED,5000,5,1323800,1761927602828
BUBBLE,PARALLEL,4,SORTED,5000,1,1458900,1761927602830
BUBBLE,PARALLEL,4,SORTED,5000,2,1658100,1761927602833
BUBBLE,PARALLEL,4,SORTED,5000,3,1365800,1761927602834
BUBBLE,PARALLEL,4,SORTED,5000,4,1182300,1761927602837
BUBBLE,PARALLEL,4,SORTED,5000,5,1270400,1761927602839
BUBBLE,PARALLEL,8,SORTED,5000,1,2241000,1761927602843
BUBBLE,PARALLEL,8,SORTED,5000,2,1921100,1761927602845
BUBBLE,PARALLEL,8,SORTED,5000,3,2300000,1761927602848
BUBBLE,PARALLEL,8,SORTED,5000,4,2022500,1761927602851
BUBBLE,PARALLEL,8,SORTED,5000,5,1494900,1761927602854
BUBBLE,SEQUENTIAL,1,REVERSE,5000,1,11093100,1761927602865
BUBBLE,SEQUENTIAL,1,REVERSE,5000,2,15243400,1761927602881
BUBBLE,SEQUENTIAL,1,REVERSE,5000,3,16174600,1761927602898
BUBBLE,SEQUENTIAL,1,REVERSE,5000,4,16408600,1761927602915
BUBBLE,SEQUENTIAL,1,REVERSE,5000,5,15522900,1761927602931
BUBBLE,PARALLEL,2,REVERSE,5000,1,5962300,1761927602938
BUBBLE,PARALLEL,2,REVERSE,5000,2,4849400,1761927602944
BUBBLE,PARALLEL,2,REVERSE,5000,3,4547700,1761927602949
BUBBLE,PARALLEL,2,REVERSE,5000,4,4989200,1761927602955
BUBBLE,PARALLEL,2,REVERSE,5000,5,3862100,1761927602960
BUBBLE,PARALLEL,4,REVERSE,5000,1,1990300,1761927602962
BUBBLE,PARALLEL,4,REVERSE,5000,2,1797900,1761927602965
BUBBLE,PARALLEL,4,REVERSE,5000,3,1742900,1761927602968
BUBBLE,PARALLEL,4,REVERSE,5000,4,3777600,1761927602972
BUBBLE,PARALLEL,4,REVERSE,5000,5,1961000,1761927602976
BUBBLE,PARALLEL,8,REVERSE,5000,1,5273700,1761927602982
BUBBLE,PARALLEL,8,REVERSE,5000,2,2748300,1761927602985
BUBBLE,PARALLEL,8,REVERSE,5000,3,4194500,1761927602991
BUBBLE,PARALLEL,8,REVERSE,5000,4,2828300,1761927602994
BUBBLE,PARALLEL,8,REVERSE,5000,5,1778400,1761927602997
BUBBLE,SEQUENTIAL,1,NEARLY_SORTED,5000,1,6335600,1761927603004
BUBBLE,SEQUENTIAL,1,NEARLY_SORTED,5000,2,3345500,1761927603008
BUBBLE,SEQUENTIAL,1,NEARLY_SORTED,5000,3,3742100,1761927603012
BUBBLE,SEQUENTIAL,1,NEARLY_SORTED,5000,4,3267900,1761927603016
BUBBLE,SEQUENTIAL,1,NEARLY_SORTED,5000,5,3325800,1761927603020
BUBBLE,PARALLEL,2,NEARLY_SORTED,5000,1,2705100,1761927603023
BUBBLE,PARALLEL,2,NEARLY_SORTED,5000,2,2141000,1761927603026
BUBBLE,PARALLEL,2,NEARLY_SORTED,5000,3,1923900,1761927603028
BUBBLE,PARALLEL,2,NEARLY_SORTED,5000,4,2561800,1761927603031
BUBBLE,PARALLEL,2,NEARLY_SORTED,5000,5,1843400,1761927603034
BUBBLE,PARALLEL,4,NEARLY_SORTED,5000,1,1411200,1761927603036
BUBBLE,PARALLEL,4,NEARLY_SORTED,5000,2,3427700,1761927603040
BUBBLE,PARALLEL,4,NEARLY_SORTED,5000,3,1696900,1761927603043
BUBBLE,PARALLEL,4,NEARLY_SORTED,5000,4,1531300,1761927603045
BUBBLE,PARALLEL,4,NEARLY_SORTED,5000,5,1549300,1761927603047
BUBBLE,PARALLEL,8,NEARLY_SORTED,5000,1,1570700,1761927603049
BUBBLE,PARALLEL,8,NEARLY_SORTED,5000,2,1970200,1761927603052
BUBBLE,PARALLEL,8,NEARLY_SORTED,5000,3,2102400,1761927603055
BUBBLE,PARALLEL,8,NEARLY_SORTED,5000,4,2007700,1761927603058
BUBBLE,PARALLEL,8,NEARLY_SORTED,5000,5,1805500,1761927603061
BUBBLE,SEQUENTIAL,1,RANDOM,10000,1,105915700,1761927603167
BUBBLE,SEQUENTIAL,1,RANDOM,10000,2,112075500,1761927603279
BUBBLE,SEQUENTIAL,1,RANDOM,10000,3,105565200,1761927603386
BUBBLE,SEQUENTIAL,1,RANDOM,10000,4,100398600,1761927603486
BUBBLE,SEQUENTIAL,1,RANDOM,10000,5,94570800,1761927603582
BUBBLE,PARALLEL,2,RANDOM,10000,1,19502900,1761927603601
BUBBLE,PARALLEL,2,RANDOM,10000,2,19023400,1761927603621
BUBBLE,PARALLEL,2,RANDOM,10000,3,17366000,1761927603638
BUBBLE,PARALLEL,2,RANDOM,10000,4,20808300,1761927603659
BUBBLE,PARALLEL,2,RANDOM,10000,5,16994900,1761927603677
BUBBLE,PARALLEL,4,RANDOM,10000,1,7654500,1761927603685
BUBBLE,PARALLEL,4,RANDOM,10000,2,11563000,1761927603697
BUBBLE,PARALLEL,4,RANDOM,10000,3,9787300,1761927603707
BUBBLE,PARALLEL,4,RANDOM,10000,4,8612600,1761927603717
BUBBLE,PARALLEL,4,RANDOM,10000,5,13966200,1761927603731
BUBBLE,PARALLEL,8,RANDOM,10000,1,5994600,1761927603738
BUBBLE,PARALLEL,8,RANDOM,10000,2,5663200,1761927603744
BUBBLE,PARALLEL,8,RANDOM,10000,3,8969500,1761927603754
BUBBLE,PARALLEL,8,RANDOM,10000,4,7898900,1761927603762
BUBBLE,PARALLEL,8,RANDOM,10000,5,4087800,1761927603767
BUBBLE,SEQUENTIAL,1,SORTED,10000,1,3700,1761927603768
BUBBLE,SEQUENTIAL,1,SORTED,10000,2,6900,1761927603769
BUBBLE,SEQUENTIAL,1,SORTED,10000,3,7000,1761927603770
BUBBLE,SEQUENTIAL,1,SORTED,10000,4,7300,1761927603772
BUBBLE,SEQUENTIAL,1,SORTED,10000,5,8800,1761927603773
BUBBLE,PARALLEL,2,SORTED,10000,1,997500,1761927603775
BUBBLE,PARALLEL,2,SORTED,10000,2,984300,1761927603777
BUBBLE,PARALLEL,2,SORTED,10000,3,1032000,1761927603779
BUBBLE,PARALLEL,2,SORTED,10000,4,985600,1761927603781
BUBBLE,PARALLEL,2,SORTED,10000,5,1118100,1761927603784
BUBBLE,PARALLEL,4,SORTED,10000,1,1726000,1761927603787
BUBBLE,PARALLEL,4,SORTED,10000,2,3086400,1761927603791
BUBBLE,PARALLEL,4,SORTED,10000,3,1804400,1761927603794
BUBBLE,PARALLEL,4,SORTED,10000,4,1294000,1761927603797
BUBBLE,PARALLEL,4,SORTED,10000,5,1497900,1761927603799
BUBBLE,PARALLEL,8,SORTED,10000,1,2228900,1761927603803
BUBBLE,PARALLEL,8,SORTED,10000,2,2272100,1761927603806
BUBBLE,PARALLEL,8,SORTED,10000,3,2233200,1761927603810
BUBBLE,PARALLEL,8,SORTED,10000,4,1824000,1761927603813
BUBBLE,PARALLEL,8,SORTED,10000,5,1869600,1761927603816
BUBBLE,SEQUENTIAL,1,REVERSE,10000,1,66031700,1761927603883
BUBBLE,SEQUENTIAL,1,REVERSE,10000,2,68803900,1761927603953
BUBBLE,SEQUENTIAL,1,REVERSE,10000,3,60294300,1761927604015
BUBBLE,SEQUENTIAL,1,REVERSE,10000,4,49098700,1761927604065
BUBBLE,SEQUENTIAL,1,REVERSE,10000,5,51201600,1761927604118
BUBBLE,PARALLEL,2,REVERSE,10000,1,14969600,1761927604134
BUBBLE,PARALLEL,2,REVERSE,10000,2,14946200,1761927604150
BUBBLE,PARALLEL,2,REVERSE,10000,3,17468700,1761927604168
BUBBLE,PARALLEL,2,REVERSE,10000,4,18142200,1761927604188
BUBBLE,PARALLEL,2,REVERSE,10000,5,17715500,1761927604207
BUBBLE,PARALLEL,4,REVERSE,10000,1,11950500,1761927604221
BUBBLE,PARALLEL,4,REVERSE,10000,2,16565600,1761927604241
BUBBLE,PARALLEL,4,REVERSE,10000,3,8258800,1761927604251
BUBBLE,PARALLEL,4,REVERSE,10000,4,7591000,1761927604261
BUBBLE,PARALLEL,4,REVERSE,10000,5,6140900,1761927604269
BUBBLE,PARALLEL,8,REVERSE,10000,1,5117000,1761927604276
BUBBLE,PARALLEL,8,REVERSE,10000,2,5653500,1761927604283
BUBBLE,PARALLEL,8,REVERSE,10000,3,3981200,1761927604289
BUBBLE,PARALLEL,8,REVERSE,10000,4,7478600,1761927604298
BUBBLE,PARALLEL,8,REVERSE,10000,5,5977900,1761927604306
BUBBLE,SEQUENTIAL,1,NEARLY_SORTED,10000,1,39732800,1761927604347
BUBBLE,SEQUENTIAL,1,NEARLY_SORTED,10000,2,20751300,1761927604369
BUBBLE,SEQUENTIAL,1,NEARLY_SORTED,10000,3,29188600,1761927604400
BUBBLE,SEQUENTIAL,1,NEARLY_SORTED,10000,4,24595100,1761927604425
BUBBLE,SEQUENTIAL,1,NEARLY_SORTED,10000,5,23156500,1761927604450
BUBBLE,PARALLEL,2,NEARLY_SORTED,10000,1,12289200,1761927604464
BUBBLE,PARALLEL,2,NEARLY_SORTED,10000,2,13657700,1761927604479
BUBBLE,PARALLEL,2,NEARLY_SORTED,10000,3,10162500,1761927604491
BUBBLE,PARALLEL,2,NEARLY_SORTED,10000,4,10150800,1761927604502
BUBBLE,PARALLEL,2,NEARLY_SORTED,10000,5,14030500,1761927604518
BUBBLE,PARALLEL,4,NEARLY_SORTED,10000,1,7686600,1761927604527
BUBBLE,PARALLEL,4,NEARLY_SORTED,10000,2,5553800,1761927604535
BUBBLE,PARALLEL,4,NEARLY_SORTED,10000,3,12455400,1761927604548
BUBBLE,PARALLEL,4,NEARLY_SORTED,10000,4,7341900,1761927604558
BUBBLE,PARALLEL,4,NEARLY_SORTED,10000,5,5785000,1761927604565
BUBBLE,PARALLEL,8,NEARLY_SORTED,10000,1,8874100,1761927604576
BUBBLE,PARALLEL,8,NEARLY_SORTED,10000,2,4553700,1761927604582
BUBBLE,PARALLEL,8,NEARLY_SORTED,10000,3,4605500,1761927604590
BUBBLE,PARALLEL,8,NEARLY_SORTED,10000,4,4704600,1761927604596
BUBBLE,PARALLEL,8,NEARLY_SORTED,10000,5,4604700,1761927604603
INSERTION,SEQUENTIAL,1,RANDOM,1000,1,8212200,1761927604612
INSERTION,SEQUENTIAL,1,RANDOM,1000,2,2633600,1761927604615
INSERTION,SEQUENTIAL,1,RANDOM,1000,3,1385900,1761927604617
INSERTION,SEQUENTIAL,1,RANDOM,1000,4,1531500,1761927604619
INSERTION,SEQUENTIAL,1,RANDOM,1000,5,304800,1761927604619
INSERTION,PARALLEL,2,RANDOM,1000,1,4076600,1761927604623
INSERTION,PARALLEL,2,RANDOM,1000,2,1741100,1761927604626
INSERTION,PARALLEL,2,RANDOM,1000,3,1543300,1761927604628
INSERTION,PARALLEL,2,RANDOM,1000,4,1959900,1761927604630
INSERTION,PARALLEL,2,RANDOM,1000,5,2452700,1761927604633
INSERTION,PARALLEL,4,RANDOM,1000,1,1722800,1761927604635
INSERTION,PARALLEL,4,RANDOM,1000,2,2213300,1761927604638
INSERTION,PARALLEL,4,RANDOM,1000,3,1667200,1761927604641
INSERTION,PARALLEL,4,RANDOM,1000,4,1595400,1761927604643
INSERTION,PARALLEL,4,RANDOM,1000,5,1470200,1761927604645
INSERTION,PARALLEL,8,RANDOM,1000,1,3457000,1761927604649
INSERTION,PARALLEL,8,RANDOM,1000,2,2575900,1761927604652
INSERTION,PARALLEL,8,RANDOM,1000,3,2544900,1761927604655
INSERTION,PARALLEL,8,RANDOM,1000,4,2927100,1761927604658
INSERTION,PARALLEL,8,RANDOM,1000,5,3550900,1761927604662
INSERTION,SEQUENTIAL,1,SORTED,1000,1,4200,1761927604663
INSERTION,SEQUENTIAL,1,SORTED,1000,2,4700,1761927604664
INSERTION,SEQUENTIAL,1,SORTED,1000,3,3500,1761927604664
INSERTION,SEQUENTIAL,1,SORTED,1000,4,3500,1761927604664
INSERTION,SEQUENTIAL,1,SORTED,1000,5,3400,1761927604665
INSERTION,PARALLEL,2,SORTED,1000,1,1499700,1761927604666
INSERTION,PARALLEL,2,SORTED,1000,2,3515300,1761927604671
INSERTION,PARALLEL,2,SORTED,1000,3,1331700,1761927604672
INSERTION,PARALLEL,2,SORTED,1000,4,1103000,1761927604674
INSERTION,PARALLEL,2,SORTED,1000,5,951800,1761927604676
INSERTION,PARALLEL,4,SORTED,1000,1,1899600,1761927604678
INSERTION,PARALLEL,4,SORTED,1000,2,1621400,1761927604680
INSERTION,PARALLEL,4,SORTED,1000,3,1418000,1761927604682
INSERTION,PARALLEL,4,SORTED,1000,4,1437500,1761927604684
INSERTION,PARALLEL,4,SORTED,1000,5,1432100,1761927604687
INSERTION,PARALLEL,8,SORTED,1000,1,3109800,1761927604690
INSERTION,PARALLEL,8,SORTED,1000,2,3213300,1761927604694
INSERTION,PARALLEL,8,SORTED,1000,3,4457200,1761927604699
INSERTION,PARALLEL,8,SORTED,1000,4,3699600,1761927604704
INSERTION,PARALLEL,8,SORTED,1000,5,3939500,1761927604708
INSERTION,SEQUENTIAL,1,REVERSE,1000,1,398900,1761927604709
INSERTION,SEQUENTIAL,1,REVERSE,1000,2,368800,1761927604710
INSERTION,SEQUENTIAL,1,REVERSE,1000,3,441100,1761927604711
